"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","word","type","question_order"
"true","9595","fullscreen","0","null","10606","plbfb0jwlqx","A17689315","","","","",""
"","93234","html-keyboard-response","1","2.0.0","103841","plbfb0jwlqx","A17689315","Welcome to the Fasle Recall Experiment.<p>You will see and listen to 6 lists of 12-words one at a time. Try to remember as many as you can.</p><p>After the list, you’ll be asked to complete a recognition test.</p><p>Press any key to begin.</p>","3","","",""
"","5408","survey-text","2","2.0.0","109253","plbfb0jwlqx","A17689315","","{""participant_id"":""A17689315""}","","",""
"","null","html-keyboard-response","3","2.0.0","111269","plbfb0jwlqx","A17689315","<h3>List 1 </h3>","null","","",""
"","null","html-keyboard-response","4","2.0.0","112283","plbfb0jwlqx","A17689315","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","5","2.0.0","113784","plbfb0jwlqx","A17689315","<p>couch</p>","null","","",""
"","null","html-keyboard-response","6","2.0.0","114789","plbfb0jwlqx","A17689315","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","7","2.0.0","116299","plbfb0jwlqx","A17689315","<p>sofa</p>","null","","",""
"","null","html-keyboard-response","8","2.0.0","117310","plbfb0jwlqx","A17689315","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","9","2.0.0","118817","plbfb0jwlqx","A17689315","<p>desk</p>","null","","",""
"","null","html-keyboard-response","10","2.0.0","119828","plbfb0jwlqx","A17689315","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","11","2.0.0","121339","plbfb0jwlqx","A17689315","<p>legs</p>","null","","",""
"","null","html-keyboard-response","12","2.0.0","122354","plbfb0jwlqx","A17689315","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","13","2.0.0","123864","plbfb0jwlqx","A17689315","<p>cushion</p>","null","","",""
"","null","html-keyboard-response","14","2.0.0","124879","plbfb0jwlqx","A17689315","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","15","2.0.0","126390","plbfb0jwlqx","A17689315","<p>sit</p>","null","","",""
"","null","html-keyboard-response","16","2.0.0","127403","plbfb0jwlqx","A17689315","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","17","2.0.0","128912","plbfb0jwlqx","A17689315","<p>swivel</p>","null","","",""
"","null","html-keyboard-response","18","2.0.0","129926","plbfb0jwlqx","A17689315","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","19","2.0.0","131439","plbfb0jwlqx","A17689315","<p>table</p>","null","","",""
"","null","html-keyboard-response","20","2.0.0","132451","plbfb0jwlqx","A17689315","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","21","2.0.0","133963","plbfb0jwlqx","A17689315","<p>wood</p>","null","","",""
"","null","html-keyboard-response","22","2.0.0","134976","plbfb0jwlqx","A17689315","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","23","2.0.0","136487","plbfb0jwlqx","A17689315","<p>stool</p>","null","","",""
"","null","html-keyboard-response","24","2.0.0","137489","plbfb0jwlqx","A17689315","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","25","2.0.0","138996","plbfb0jwlqx","A17689315","<p>seat</p>","null","","",""
"","null","html-keyboard-response","26","2.0.0","140010","plbfb0jwlqx","A17689315","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","27","2.0.0","141518","plbfb0jwlqx","A17689315","<p>recliner</p>","null","","",""
"","null","html-keyboard-response","28","2.0.0","143526","plbfb0jwlqx","A17689315","<h3>List 2 </h3>","null","","",""
"","null","html-keyboard-response","29","2.0.0","144538","plbfb0jwlqx","A17689315","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","30","2.0.0","146045","plbfb0jwlqx","A17689315","<p>chilly</p>","null","","",""
"","null","html-keyboard-response","31","2.0.0","147057","plbfb0jwlqx","A17689315","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","32","2.0.0","148567","plbfb0jwlqx","A17689315","<p>hot</p>","null","","",""
